A6BM72	A6BM72.3	CGI_10001486	8e-55
A6BM72	A6BM72.3	CGI_10007573	4e-69
A6BM72	A6BM72.3	CGI_10008758	4e-12
A6BM72	A6BM72.3	CGI_10015843	2e-68
A6BM72	A6BM72.3	CGI_10016492	4e-49
A6BM72	A6BM72.3	CGI_10018331	4e-30
A6BM72	A6BM72.3	CGI_10020455	1e-67
A6BM72	A6BM72.3	CGI_10021846	3e-56
A6BM72	A6BM72.3	CGI_10021847	8e-33
A6BM72	A6BM72.3	CGI_10022654	2e-128
A6H584	A6H584.2	CGI_10005978	1e-21
A6H584	A6H584.2	CGI_10007447	8e-25
A6H584	A6H584.2	CGI_10009657	3e-23
A6H5Z3	A6H5Z3.1	CGI_10020212	0.0
A6H603	A6H603.2	CGI_10001524	5e-36
A6H603	A6H603.2	CGI_10004035	1e-82
A6H603	A6H603.2	CGI_10004260	1e-93
A6H603	A6H603.2	CGI_10026085	4e-37
A6H611	A6H611.1	CGI_10002678	2e-26
A6H611	A6H611.1	CGI_10004694	0.0
A6H619	A6H619.2	CGI_10023404	2e-25
A6H687	A6H687.1	CGI_10016490	3e-13
A6H694	A6H694.1	CGI_10002293	2e-56
A6H782	A6H782.1	CGI_10010028	8e-136
A6H7B8	A6H7B8.1	CGI_10000761	2e-54
A6H7B8	A6H7B8.1	CGI_10001150	3e-62
A6H7E2	A6H7E2.1	CGI_10024388	1e-25
A6H7G2	A6H7G2.1	CGI_10006952	2e-53
A6H8I2	A6H8I2.1	CGI_10006870	0.0
A6H8J1	A6H8J1.1	CGI_10002110	2e-87
A6H8Z2	A6H8Z2.2	CGI_10005255	6e-54
A6H909	A6H909.1	CGI_10003493	2e-15
A6H909	A6H909.1	CGI_10018079	4e-23
A6N6J5	A6N6J5.1	CGI_10009328	0.0
A6NCI4	A6NCI4.3	CGI_10009551	0.0
A6NDG6	A6NDG6.1	CGI_10000993	3e-48
A6NDG6	A6NDG6.1	CGI_10020614	2e-58
A6NE52	A6NE52.2	CGI_10025114	4e-76
A6NED2	A6NED2.1	CGI_10027180	1e-40
A6NEE1	A6NEE1.3	CGI_10019630	4e-50
A6NFE3	A6NFE3.2	CGI_10028738	6e-17
A6NFN9	A6NFN9.2	CGI_10020054	2e-61
A6NGN9	A6NGN9.4	CGI_10026723	2e-07
A6NHM9	A6NHM9.1	CGI_10001078	9e-10
A6NHR9	A6NHR9.2	CGI_10013732	0.0
A6NIH7	A6NIH7.1	CGI_10025677	3e-92
A6NIV6	A6NIV6.2	CGI_10018655	2e-14
A6NJI9	A6NJI9.2	CGI_10010984	1e-14
A6NK06	A6NK06.1	CGI_10013925	6e-113
A6NM15	A6NM15.3	CGI_10015248	3e-18
A6NMZ7	A6NMZ7.2	CGI_10003289	2e-39
A6NMZ7	A6NMZ7.2	CGI_10006107	3e-45
A6NMZ7	A6NMZ7.2	CGI_10013230	2e-41
A6NMZ7	A6NMZ7.2	CGI_10019585	2e-87
A6NMZ7	A6NMZ7.2	CGI_10022004	9e-58
A6NMZ7	A6NMZ7.2	CGI_10023716	3e-40
A6NMZ7	A6NMZ7.2	CGI_10025212	1e-61
A6NN14	A6NN14.3	CGI_10008154	9e-43
A6NN14	A6NN14.3	CGI_10017452	3e-72
A6NN14	A6NN14.3	CGI_10017930	1e-21
A6NN14	A6NN14.3	CGI_10023539	1e-32
A6NNA5	A6NNA5.1	CGI_10017003	3e-30
A6NNF4	A6NNF4.3	CGI_10014122	1e-66
A6NNX1	A6NNX1.1	CGI_10018124	3e-17
A6PWD2	A6PWD2.1	CGI_10014985	1e-127
A6PWD2	A6PWD2.1	CGI_10021588	4e-08
A6QLA0	A6QLA0.1	CGI_10021400	4e-89
A6QLH5	A6QLH5.1	CGI_10013516	4e-71
A6QLI1	A6QLI1.1	CGI_10002892	2e-80
A6QLI8	A6QLI8.1	CGI_10028082	9e-105
A6QLJ0	A6QLJ0.1	CGI_10011282	0.0
A6QLU1	A6QLU1.1	CGI_10005907	0.0
A6QLU6	A6QLU6.1	CGI_10003915	8e-13
A6QLU6	A6QLU6.1	CGI_10014116	9e-08
A6QLU8	A6QLU8.1	CGI_10009812	1e-33
A6QLY2	A6QLY2.1	CGI_10002435	2e-44
A6QNP3	A6QNP3.1	CGI_10025746	2e-45
A6QP66	A6QP66.1	CGI_10016305	7e-39
A6QP74	A6QP74.2	CGI_10007605	1e-47
A6QP79	A6QP79.1	CGI_10005326	4e-20
A6QP79	A6QP79.1	CGI_10015655	8e-13
A6QP79	A6QP79.1	CGI_10021137	4e-18
A6QP79	A6QP79.1	CGI_10022708	5e-13
A6QP79	A6QP79.1	CGI_10026561	5e-09
A6QPA3	A6QPA3.1	CGI_10004402	1e-61
A6QPC8	A6QPC8.1	CGI_10024450	9e-48
A6QPI6	A6QPI6.1	CGI_10026591	1e-13
A6QPN6	A6QPN6.1	CGI_10008156	2e-41
A6QPN6	A6QPN6.1	CGI_10008157	1e-41
A6QPN6	A6QPN6.1	CGI_10014397	7e-42
A6QPU5	A6QPU5.1	CGI_10022010	0.0
A6QQ14	A6QQ14.1	CGI_10005802	2e-23
A6QQ68	A6QQ68.1	CGI_10009117	2e-24
A6QQ71	A6QQ71.1	CGI_10020047	5e-45
A6QQL5	A6QQL5.1	CGI_10009347	1e-13
A6QQL9	A6QQL9.1	CGI_10017330	5e-28
A6QQM4	A6QQM4.1	CGI_10009715	7e-123
A6QQP7	A6QQP7.1	CGI_10024760	0.0
A6QQU6	A6QQU6.1	CGI_10001654	4e-24
A6QQY2	A6QQY2.1	CGI_10001003	2e-11
A6QQY2	A6QQY2.1	CGI_10011898	5e-96
A6QQY2	A6QQY2.1	CGI_10017323	7e-13
A6QQZ7	A6QQZ7.1	CGI_10016537	4e-102
A6QR16	A6QR16.1	CGI_10025615	2e-06
A6QR20	A6QR20.2	CGI_10009321	3e-12
A6QR20	A6QR20.2	CGI_10021594	3e-32
A6QR44	A6QR44.1	CGI_10006425	1e-85
A6QR56	A6QR56.1	CGI_10017283	8e-167
A6QR56	A6QR56.1	CGI_10026809	0.0
A6RJ45	A6RJ45.1	CGI_10001553	4e-150
A6X942	A6X942.1	CGI_10025909	8e-43
A6YLM6	A6YLM6.1	CGI_10008290	4e-15
A6YLM6	A6YLM6.1	CGI_10008291	1e-14
A6YLM6	A6YLM6.1	CGI_10011204	4e-13
A6ZM04	A6ZM04.1	CGI_10004559	2e-07
A7E2I7	A7E2I7.1	CGI_10025224	2e-106
A7E2V4	A7E2V4.1	CGI_10011150	0.0
A7E2Y6	A7E2Y6.1	CGI_10026314	2e-153
A7E300	A7E300.1	CGI_10015554	0.0
A7E3C4	A7E3C4.2	CGI_10016979	3e-16
A7I2G3	A7I2G3.1	CGI_10001210	2e-10
A7I2G3	A7I2G3.1	CGI_10020128	5e-12
A7KAU2	A7KAU2.1	CGI_10005557	3e-75
A7M7C7	A7M7C7.1	CGI_10018448	1e-103
A7MB34	A7MB34.1	CGI_10017258	4e-21
A7MB45	A7MB45.1	CGI_10003156	0.0
A7MB63	A7MB63.1	CGI_10007548	1e-116
A7MB63	A7MB63.1	CGI_10021597	4e-120
A7MB64	A7MB64.1	CGI_10024785	7e-08
A7MBB4	A7MBB4.1	CGI_10009511	0.0
A7MBC2	A7MBC2.1	CGI_10021834	5e-14
A7MBF6	A7MBF6.1	CGI_10024585	2e-151
A7MBH5	A7MBH5.1	CGI_10017500	1e-22
A7MBJ4	A7MBJ4.1	CGI_10022989	1e-38
A7MCB7	A7MCB7.1	CGI_10013938	6e-46
A7MCS3	A7MCS3.2	CGI_10003470	3e-43
A7MCS3	A7MCS3.2	CGI_10017143	2e-29
A7RJI7	A7RJI7.1	CGI_10007930	2e-92
A7RKF6	A7RKF6.1	CGI_10000738	6e-34
A7RKF6	A7RKF6.1	CGI_10023814	4e-128
A7RLE5	A7RLE5.1	CGI_10000562	2e-41
A7RLE5	A7RLE5.1	CGI_10004631	4e-48
A7RLE5	A7RLE5.1	CGI_10008015	3e-49
A7RM45	A7RM45.1	CGI_10005868	4e-116
A7RNG8	A7RNG8.1	CGI_10005983	0.0
A7RR34	A7RR34.1	CGI_10008200	4e-33
A7RRJ0	A7RRJ0.1	CGI_10004262	2e-174
A7RT29	A7RT29.1	CGI_10021462	2e-18
A7RUD5	A7RUD5.1	CGI_10019252	5e-180
A7RWC9	A7RWC9.1	CGI_10021224	2e-88
A7RWD2	A7RWD2.1	CGI_10002586	0.0
A7RWD2	A7RWD2.1	CGI_10003863	0.0
A7RX26	A7RX26.1	CGI_10020621	2e-179
A7S1L6	A7S1L6.1	CGI_10006834	2e-139
A7S1L6	A7S1L6.1	CGI_10019078	3e-73
A7S8T5	A7S8T5.1	CGI_10006009	2e-39
A7S8T5	A7S8T5.1	CGI_10018530	2e-112
A7S8T5	A7S8T5.1	CGI_10022076	3e-30
A7SBN6	A7SBN6.1	CGI_10019950	7e-85
A7SCH8	A7SCH8.1	CGI_10008930	7e-171
A7SFP1	A7SFP1.1	CGI_10006201	1e-30
A7SG73	A7SG73.1	CGI_10018767	7e-115
A7SLC8	A7SLC8.1	CGI_10024167	3e-59
A7SLW1	A7SLW1.1	CGI_10012168	2e-110
A7SLX5	A7SLX5.1	CGI_10010149	3e-169
A7SM54	A7SM54.1	CGI_10012391	4e-109
A7SMR0	A7SMR0.1	CGI_10013758	5e-32
A7SMR0	A7SMR0.1	CGI_10016738	2e-16
A7SMW7	A7SMW7.1	CGI_10022072	0.0
A7SXZ6	A7SXZ6.1	CGI_10022080	0.0
A7T0W1	A7T0W1.1	CGI_10028693	3e-44
A7T167	A7T167.1	CGI_10013752	1e-160
A7TIZ4	A7TIZ4.1	CGI_10022785	1e-06
A7TSV7	A7TSV7.1	CGI_10013912	2e-06
A7X413	A7X413.1	CGI_10011356	1e-10
A7X4K1	A7X4K1.1	CGI_10021555	3e-12
A7Y2W8	A7Y2W8.1	CGI_10000052	1e-39
A7Y2W8	A7Y2W8.1	CGI_10002318	2e-35
A7Y2W8	A7Y2W8.1	CGI_10004868	1e-154
A7Y2W8	A7Y2W8.1	CGI_10008315	0.0
A7Y2W8	A7Y2W8.1	CGI_10010051	3e-12
A7Y2W8	A7Y2W8.1	CGI_10014823	2e-157
A7Y2W8	A7Y2W8.1	CGI_10015283	6e-178
A7Y2W8	A7Y2W8.1	CGI_10017173	4e-141
A7Y2W8	A7Y2W8.1	CGI_10022090	2e-174
A7Y2W8	A7Y2W8.1	CGI_10026568	6e-165
A7Y2X0	A7Y2X0.1	CGI_10003810	5e-155
A7Y2X0	A7Y2X0.1	CGI_10004220	0.0
A7Y2X0	A7Y2X0.1	CGI_10008316	9e-47
A7Y2X0	A7Y2X0.1	CGI_10015777	0.0
A7YT82	A7YT82.2	CGI_10022615	0.0
A7YWD2	A7YWD2.1	CGI_10003141	5e-171
A7YWI9	A7YWI9.1	CGI_10009314	3e-77
A7YWS7	A7YWS7.1	CGI_10006036	0.0
A7YY46	A7YY46.1	CGI_10001872	5e-79
A7YY53	A7YY53.2	CGI_10026039	3e-85
A7YY62	A7YY62.1	CGI_10009223	6e-88
A7Z019	A7Z019.1	CGI_10016282	0.0
A7Z035	A7Z035.1	CGI_10022178	7e-71
A7Z4Y0	A7Z4Y0.1	CGI_10002078	6e-51
A8AI49	A8AI49.1	CGI_10005691	2e-14
A8BQB4	A8BQB4.1	CGI_10005175	7e-81
A8C754	A8C754.1	CGI_10015082	0.0
A8C754	A8C754.1	CGI_10017334	3e-64
A8DYE2	A8DYE2.1	CGI_10001269	2e-26
A8DYE2	A8DYE2.1	CGI_10028233	0.0
A8DZE7	A8DZE7.1	CGI_10026064	1e-138
A8DZE7	A8DZE7.1	CGI_10026065	1e-81
A8E4N3	A8E4N3.1	CGI_10026456	5e-102
A8E5V9	A8E5V9.1	CGI_10004069	6e-08
A8E5V9	A8E5V9.1	CGI_10006439	1e-07
A8E5V9	A8E5V9.1	CGI_10022970	5e-07
A8E627	A8E627.1	CGI_10018949	1e-56
A8E7G4	A8E7G4.1	CGI_10023611	6e-75
A8FZZ3	A8FZZ3.1	CGI_10025659	5e-09
A8IW99	A8IW99.1	CGI_10014582	1e-20
A8J4S9	A8J4S9.1	CGI_10027087	6e-113
A8K0R7	A8K0R7.1	CGI_10002407	9e-13
A8K855	A8K855.1	CGI_10007792	8e-65
A8K8P3	A8K8P3.2	CGI_10028814	6e-63
A8KBF3	A8KBF3.1	CGI_10014604	0.0
A8KBL5	A8KBL5.2	CGI_10002193	1e-101
A8KBY2	A8KBY2.1	CGI_10019151	1e-25
A8MPT4	A8MPT4.2	CGI_10019803	4e-10
A8MPX8	A8MPX8.2	CGI_10016939	5e-65
A8MT70	A8MT70.3	CGI_10019098	3e-23
A8MTY0	A8MTY0.3	CGI_10023394	3e-64
A8MTY0	A8MTY0.3	CGI_10024210	4e-46
A8MU46	A8MU46.1	CGI_10022356	8e-44
A8MUB7	A8MUB7.2	CGI_10027440	9e-102
A8MV24	A8MV24.1	CGI_10025311	2e-36
A8MWY0	A8MWY0.2	CGI_10028569	0.0
A8MXE2	A8MXE2.2	CGI_10020603	1e-27
A8MXQ7	A8MXQ7.2	CGI_10021272	3e-112
A8MXY4	A8MXY4.2	CGI_10010704	2e-40
A8MXY4	A8MXY4.2	CGI_10019550	6e-117
A8MYZ0	A8MYZ0.2	CGI_10027029	1e-13
A8MZA4	A8MZA4.3	CGI_10012041	7e-19
A8PU71	A8PU71.1	CGI_10022036	1e-19
A8QMS7	A8QMS7.1	CGI_10026099	2e-47
A8SMG2	A8SMG2.2	CGI_10014873	3e-08
A8TSS9	A8TSS9.1	CGI_10019568	1e-07
A8TX70	A8TX70.1	CGI_10004818	2e-33
A8TX70	A8TX70.1	CGI_10009656	5e-16
A8TX70	A8TX70.1	CGI_10023231	6e-37
A8WG43	A8WG43.1	CGI_10008129	6e-83
A8WGA3	A8WGA3.1	CGI_10016215	3e-30
A8WGF4	A8WGF4.1	CGI_10002990	0.0
A8WGF4	A8WGF4.1	CGI_10008518	8e-177
A8WGF7	A8WGF7.2	CGI_10010034	5e-169
A8WGS4	A8WGS4.1	CGI_10010313	2e-42
A8WGS4	A8WGS4.1	CGI_10010314	7e-40
A8WGS4	A8WGS4.1	CGI_10010315	8e-38
A8WGS4	A8WGS4.1	CGI_10024269	4e-88
A8WHP3	A8WHP3.1	CGI_10009836	2e-137
A8WHP3	A8WHP3.1	CGI_10020247	2e-127
A8WHP3	A8WHP3.1	CGI_10022118	0.0
A8WHP3	A8WHP3.1	CGI_10022119	0.0
A8WHP3	A8WHP3.1	CGI_10024601	1e-115
A8WHP3	A8WHP3.1	CGI_10026996	0.0
A8WHP3	A8WHP3.1	CGI_10027893	0.0
A8WHR0	A8WHR0.1	CGI_10007586	2e-55
A8WIP6	A8WIP6.1	CGI_10020312	0.0
A8WQH2	A8WQH2.1	CGI_10012307	1e-59
A8WQK3	A8WQK3.2	CGI_10004199	4e-53
A8WQK3	A8WQK3.2	CGI_10014613	2e-105
A8WQK3	A8WQK3.2	CGI_10023077	7e-35
A8WT26	A8WT26.1	CGI_10027241	7e-21
A8X4W9	A8X4W9.3	CGI_10028508	1e-69
A8XJ44	A8XJ44.1	CGI_10010756	2e-09
A8XMW6	A8XMW6.2	CGI_10002494	7e-47
A8XMW6	A8XMW6.2	CGI_10004405	2e-13
A8XMW6	A8XMW6.2	CGI_10005497	2e-07
A8XMW6	A8XMW6.2	CGI_10006347	9e-10
A8XMW6	A8XMW6.2	CGI_10013290	2e-21
A8XMW6	A8XMW6.2	CGI_10022077	4e-16
A8XMW6	A8XMW6.2	CGI_10022196	4e-33
A8XMW6	A8XMW6.2	CGI_10025018	1e-13
A8XNX8	A8XNX8.2	CGI_10021184	5e-30
A8Y1P7	A8Y1P7.1	CGI_10002250	4e-50
A8Y1P7	A8Y1P7.1	CGI_10002434	2e-88
A8Y1P7	A8Y1P7.1	CGI_10013995	2e-52
A8Y1P7	A8Y1P7.1	CGI_10019010	3e-63
A8Y236	A8Y236.2	CGI_10011801	0.0
A8Y5T1	A8Y5T1.1	CGI_10028568	3e-45
A8Y5U1	A8Y5U1.1	CGI_10021275	5e-40
A8ZSE7	A8ZSE7.1	CGI_10010478	1e-61
A9C3P0	A9C3P0.1	CGI_10011576	3e-59
A9CB34	A9CB34.2	CGI_10026010	2e-14
A9CPT4	A9CPT4.1	CGI_10003862	5e-14
A9JR78	A9JR78.1	CGI_10009849	2e-173
A9JRD8	A9JRD8.1	CGI_10011243	9e-25
A9JRI0	A9JRI0.1	CGI_10003434	0.0
A9JRX0	A9JRX0.1	CGI_10008777	3e-26
A9JS51	A9JS51.1	CGI_10006712	3e-70
A9JS51	A9JS51.1	CGI_10023942	3e-22
A9JS71	A9JS71.1	CGI_10011371	2e-93
A9JTP3	A9JTP3.1	CGI_10000852	5e-15
A9JTP3	A9JTP3.1	CGI_10017592	5e-78
A9JTP3	A9JTP3.1	CGI_10019361	3e-48
A9KNW4	A9KNW4.1	CGI_10007985	2e-15
A9KR32	A9KR32.1	CGI_10002209	1e-18
A9MUT4	A9MUT4.1	CGI_10001130	5e-07
A9RA88	A9RA88.1	CGI_10015540	3e-82
A9UL59	A9UL59.1	CGI_10007596	7e-22
A9ULZ2	A9ULZ2.2	CGI_10011513	3e-38
A9ULZ2	A9ULZ2.2	CGI_10018493	2e-62
A9ULZ2	A9ULZ2.2	CGI_10021439	3e-40
A9VFD6	A9VFD6.1	CGI_10021249	3e-40
A9WS93	A9WS93.1	CGI_10016846	7e-49
A9XE49	A9XE49.1	CGI_10025754	2e-135
A9XE49	A9XE49.1	CGI_10027182	3e-09
B0BLZ5	B0BLZ5.1	CGI_10019829	3e-38
B0BM20	B0BM20.1	CGI_10009785	2e-06
B0BM20	B0BM20.1	CGI_10020230	1e-60
B0BM24	B0BM24.1	CGI_10021126	4e-42
B0BM39	B0BM39.1	CGI_10023435	2e-12
B0BM40	B0BM40.1	CGI_10003539	8e-83
B0BML1	B0BML1.1	CGI_10005041	1e-26
B0BN95	B0BN95.1	CGI_10008344	3e-06
B0BN95	B0BN95.1	CGI_10022329	4e-06
B0BNA5	B0BNA5.1	CGI_10019790	6e-36
B0BNE5	B0BNE5.1	CGI_10027210	6e-162
B0CLX4	B0CLX4.1	CGI_10020526	6e-06
B0FXQ5	B0FXQ5.2	CGI_10019311	5e-73
B0G143	B0G143.1	CGI_10027889	4e-75
B0G143	B0G143.1	CGI_10027891	2e-95
B0JLI8	B0JLI8.1	CGI_10001757	2e-90
B0JZG0	B0JZG0.1	CGI_10000474	2e-59
B0JZG0	B0JZG0.1	CGI_10007657	7e-166
B0JZG0	B0JZG0.1	CGI_10022548	2e-128
B0JZG0	B0JZG0.1	CGI_10023991	2e-151
B0JZG0	B0JZG0.1	CGI_10028296	1e-78
B0JZG0	B0JZG0.1	CGI_10028297	1e-108
B0JZV4	B0JZV4.1	CGI_10019270	9e-105
B0KWH8	B0KWH8.1	CGI_10010139	0.0
B0R0T1	B0R0T1.1	CGI_10002439	0.0
B0S4Q1	B0S4Q1.1	CGI_10024379	1e-15
B0S5N4	B0S5N4.2	CGI_10010795	2e-08
B0S5N4	B0S5N4.2	CGI_10010961	3e-13
B0S733	B0S733.2	CGI_10001930	2e-33
B0S9J3	B0S9J3.1	CGI_10018853	8e-12
B0SF41	B0SF41.1	CGI_10001919	2e-112
B0V2N1	B0V2N1.1	CGI_10008525	4e-53
B0V2S2	B0V2S2.1	CGI_10028059	3e-90
B0VXV0	B0VXV0.1	CGI_10027739	5e-10
B0VXV2	B0VXV2.1	CGI_10024134	1e-06
B0W2S0	B0W2S0.1	CGI_10000122	7e-12
B0W2S0	B0W2S0.1	CGI_10014051	0.0
B0W6M9	B0W6M9.1	CGI_10023628	2e-09
B0WGM1	B0WGM1.1	CGI_10010965	0.0
B0WYY2	B0WYY2.1	CGI_10013728	1e-05
B0ZTE2	B0ZTE2.1	CGI_10005340	2e-08
B1AK53	B1AK53.1	CGI_10018573	3e-14
B1AQJ2	B1AQJ2.1	CGI_10021760	4e-129
B1AR13	B1AR13.1	CGI_10011024	8e-21
B1AS29	B1AS29.1	CGI_10027343	3e-76
B1AT66	B1AT66.1	CGI_10026270	7e-43
B1AVZ0	B1AVZ0.1	CGI_10027611	2e-82
B1AWI6	B1AWI6.1	CGI_10015377	5e-06
B1AWI6	B1AWI6.1	CGI_10015380	3e-07
B1AWJ5	B1AWJ5.1	CGI_10026818	1e-67
B1AY13	B1AY13.1	CGI_10009215	0.0
B1H116	B1H116.1	CGI_10017738	2e-109
B1H1G2	B1H1G2.1	CGI_10011482	1e-12
B1H1P9	B1H1P9.1	CGI_10006634	2e-71
B1H1Z8	B1H1Z8.1	CGI_10026426	3e-172
B1H234	B1H234.1	CGI_10000248	2e-27
B1H234	B1H234.1	CGI_10019148	3e-28
B1H283	B1H283.1	CGI_10010076	9e-76
B1H285	B1H285.1	CGI_10013425	2e-06
B1H369	B1H369.1	CGI_10013099	3e-143
B1HV79	B1HV79.1	CGI_10020585	5e-60
B1J2R4	B1J2R4.1	CGI_10026834	2e-08
B1KDW0	B1KDW0.1	CGI_10002204	0.0
B1WAP7	B1WAP7.1	CGI_10024106	0.0
B1WAR9	B1WAR9.1	CGI_10006792	5e-75
B1WAX6	B1WAX6.1	CGI_10027323	1e-24
B1WAZ6	B1WAZ6.1	CGI_10013326	6e-20
B1WB06	B1WB06.1	CGI_10003293	1e-14
B1WB06	B1WB06.1	CGI_10017074	2e-09
B1WB06	B1WB06.1	CGI_10025427	7e-16
B1WBS3	B1WBS3.1	CGI_10027999	4e-07
B1WBW4	B1WBW4.1	CGI_10020994	8e-08
B1WC97	B1WC97.1	CGI_10008813	4e-18
B1WC97	B1WC97.1	CGI_10010815	8e-06
B1WC97	B1WC97.1	CGI_10016085	2e-36
B1YMY4	B1YMY4.1	CGI_10008275	3e-138
B1YMY4	B1YMY4.1	CGI_10022909	3e-134
B1ZVD6	B1ZVD6.1	CGI_10001206	3e-69
B2GUP8	B2GUP8.1	CGI_10015190	0.0
B2GUY2	B2GUY2.1	CGI_10007229	5e-30
B2GUZ1	B2GUZ1.1	CGI_10005143	9e-31
B2GUZ5	B2GUZ5.1	CGI_10007483	9e-138
B2GV54	B2GV54.1	CGI_10022129	2e-63
B2GV71	B2GV71.1	CGI_10027856	1e-96
B2LT62	B2LT62.1	CGI_10003569	5e-21
B2LT62	B2LT62.1	CGI_10013671	2e-37
B2LT62	B2LT62.1	CGI_10016560	2e-23
B2LT62	B2LT62.1	CGI_10025723	1e-25
B2LT62	B2LT62.1	CGI_10027414	4e-25
B2LT65	B2LT65.1	CGI_10003577	2e-08
B2LT65	B2LT65.1	CGI_10021737	2e-08
B2LT65	B2LT65.1	CGI_10025724	3e-29
B2RPV6	B2RPV6.2	CGI_10004653	7e-07
B2RR83	B2RR83.1	CGI_10022000	0.0
B2RS91	B2RS91.1	CGI_10000141	3e-16
B2RU80	B2RU80.1	CGI_10015975	4e-75
B2RUP2	B2RUP2.2	CGI_10010918	2e-55
B2RUY7	B2RUY7.1	CGI_10009737	2e-14
B2RUY7	B2RUY7.1	CGI_10009739	6e-08
B2RVL6	B2RVL6.1	CGI_10008269	2e-59
B2RVL6	B2RVL6.1	CGI_10019918	2e-80
B2RWS6	B2RWS6.1	CGI_10006027	3e-46
B2RX88	B2RX88.2	CGI_10005467	2e-15
B2RXR6	B2RXR6.1	CGI_10003474	9e-13
B2RXS4	B2RXS4.1	CGI_10007850	5e-06
B2RXS4	B2RXS4.1	CGI_10021838	3e-13
B2RY56	B2RY56.1	CGI_10006772	3e-79
B2RYG8	B2RYG8.1	CGI_10020322	2e-49
B2RYN2	B2RYN2.1	CGI_10009688	8e-10
B2RYN2	B2RYN2.1	CGI_10009689	6e-18
B2RYN7	B2RYN7.1	CGI_10002695	8e-79
B2RZ50	B2RZ50.1	CGI_10011135	5e-47
B2RZC9	B2RZC9.2	CGI_10000605	9e-43
B2S125	B2S125.2	CGI_10002063	5e-113
B2ZGJ1	B2ZGJ1.1	CGI_10023267	1e-162
B2ZZS9	B2ZZS9.1	CGI_10012116	3e-91
B3A003	B3A003.1	CGI_10022948	3e-77
B3A0P5	B3A0P5.1	CGI_10009905	3e-39
B3A0P8	B3A0P8.1	CGI_10003455	1e-17
B3A0P8	B3A0P8.1	CGI_10008041	3e-08
B3A0Q5	B3A0Q5.1	CGI_10012241	2e-10
B3A0Q8	B3A0Q8.1	CGI_10017653	1e-22
B3A0Q8	B3A0Q8.1	CGI_10028184	2e-23
B3DK56	B3DK56.1	CGI_10003001	4e-31
B3DK56	B3DK56.1	CGI_10004210	3e-51
B3DK56	B3DK56.1	CGI_10006194	2e-38
B3DK56	B3DK56.1	CGI_10011516	3e-34
B3DK56	B3DK56.1	CGI_10016465	2e-29
B3DLE8	B3DLE8.1	CGI_10010308	3e-10
B3DLU1	B3DLU1.1	CGI_10023582	1e-64
B3FL73	B3FL73.1	CGI_10021790	1e-10
B3LZ39	B3LZ39.1	CGI_10009660	0.0
B3MFV7	B3MFV7.1	CGI_10017089	5e-14
B3MGU5	B3MGU5.1	CGI_10028479	2e-48
B3MTS8	B3MTS8.1	CGI_10000581	2e-105
B3RNE8	B3RNE8.1	CGI_10002419	7e-62
B3SAE4	B3SAE4.1	CGI_10009672	3e-31
B3SBB5	B3SBB5.1	CGI_10022244	2e-163
B3Y614	B3Y614.1	CGI_10028924	1e-10
B3Y615	B3Y615.1	CGI_10027415	3e-18
B3Y615	B3Y615.1	CGI_10028923	2e-07
B3Y680	B3Y680.1	CGI_10012725	2e-14
B4ESA4	B4ESA4.1	CGI_10012929	3e-13
B4ETA5	B4ETA5.1	CGI_10000701	3e-31
B4F6I5	B4F6I5.1	CGI_10010778	2e-141
B4F769	B4F769.1	CGI_10001383	2e-50
B4F785	B4F785.1	CGI_10019933	1e-147
B4F7A7	B4F7A7.2	CGI_10013306	2e-78
B4G437	B4G437.1	CGI_10012493	4e-10
B4GXS1	B4GXS1.1	CGI_10004945	1e-15
B4JSC2	B4JSC2.1	CGI_10007980	9e-86
B4JTF5	B4JTF5.1	CGI_10020836	7e-06
B4JTV9	B4JTV9.1	CGI_10004294	6e-11
B4KCD5	B4KCD5.1	CGI_10020634	2e-85
B4L0G9	B4L0G9.1	CGI_10003290	6e-10
B4LMQ3	B4LMQ3.1	CGI_10004695	7e-99
B4LXW1	B4LXW1.1	CGI_10019547	2e-42
B4M5X4	B4M5X4.1	CGI_10018921	9e-160
B4NWI1	B4NWI1.1	CGI_10020858	6e-41
B4PN49	B4PN49.1	CGI_10017874	1e-08
B4QI55	B4QI55.1	CGI_10027047	6e-162
B4QZU1	B4QZU1.1	CGI_10003933	0.0
B4U7S7	B4U7S7.1	CGI_10004333	2e-22
B4U7S7	B4U7S7.1	CGI_10005632	7e-28
B4XSY6	B4XSY6.1	CGI_10028836	2e-06
B5DF93	B5DF93.1	CGI_10012909	1e-36
B5E022	B5E022.2	CGI_10005361	3e-11
B5FYC7	B5FYC7.1	CGI_10011822	1e-35
B5FYQ0	B5FYQ0.1	CGI_10018929	9e-86
B5FZ19	B5FZ19.2	CGI_10025943	2e-173
B5FZ63	B5FZ63.1	CGI_10006042	4e-20
B5L5P8	B5L5P8.1	CGI_10005573	4e-10
B5T267	B5T267.1	CGI_10026758	1e-15
B5X165	B5X165.1	CGI_10008474	1e-72
B5X2B8	B5X2B8.1	CGI_10005915	4e-53
B5X3C1	B5X3C1.1	CGI_10005276	0.0
B5X3I6	B5X3I6.1	CGI_10001341	1e-19
B5X3I6	B5X3I6.1	CGI_10004363	2e-31
B5X3I6	B5X3I6.1	CGI_10010395	6e-07
B5X3I6	B5X3I6.1	CGI_10016848	3e-15
B5X3I6	B5X3I6.1	CGI_10025247	7e-14
