chr	geneID	genes.start	genes.end	MI.start	MI.end	overlap	length	GOSlim	DML.overlaps
scaffold560	CGI_10008750	7103	27549	10089	10591	501	502	RNA metabolism	0
scaffold579	CGI_10011261	97035	106580	100899	101489	589	590	developmental processes	0
scaffold579	CGI_10011261	97035	106580	100899	101489	589	590	cell organization and biogenesis	0
scaffold579	CGI_10011261	97035	106580	100899	101489	589	590	protein metabolism	0
scaffold41652	CGI_10005386	95001	110080	100917	101437	519	520	cell-cell signaling	0
scaffold41652	CGI_10005386	95001	110080	100917	101437	519	520	transport	0
scaffold41652	CGI_10005386	95001	110080	100917	101437	519	520	signal transduction	0
C32774	CGI_10000948	434	12346	10092	11746	1653	1654	protein metabolism	0
scaffold1888	CGI_10013296	90001	109703	100923	101745	821	822	RNA metabolism	0
scaffold885	CGI_10025234	1005329	1048267	1009399	1012112	2712	2713	developmental processes	0
scaffold885	CGI_10025234	1005329	1048267	1009399	1012112	2712	2713	cell cycle and proliferation	0
scaffold885	CGI_10025234	1005329	1048267	1009399	1012112	2712	2713	transport	0
scaffold1360	CGI_10022625	96226	104863	100941	103143	2201	2202	other metabolic processes	0
scaffold149	CGI_10025289	83928	102929	100944	105441	1984	4497	RNA metabolism	0
scaffold660	CGI_10013747	6406	33630	10097	10644	546	547	transport	0
scaffold660	CGI_10013747	6406	33630	10097	10644	546	547	cell organization and biogenesis	0
scaffold42466	CGI_10006940	91601	112610	100988	101729	740	741	RNA metabolism	0
scaffold42466	CGI_10006940	91601	112610	100988	101729	740	741	cell organization and biogenesis	0
scaffold226	CGI_10025397	1010112	1034104	1009922	1011091	979	1169	protein metabolism	0
scaffold226	CGI_10025397	1010112	1034104	1009922	1011091	979	1169	cell organization and biogenesis	0
scaffold43530	CGI_10010728	84223	108409	100993	102732	1738	1739	protein metabolism	0
scaffold1221	CGI_10019731	95692	101444	101014	102005	429	991	RNA metabolism	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	signal transduction	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	stress response	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	developmental processes	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	RNA metabolism	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	DNA metabolism	0
scaffold378	CGI_10017629	708	20584	10102	11332	1229	1230	cell cycle and proliferation	0
scaffold955	CGI_10009844	3384	12491	10103	12021	1917	1918	cell organization and biogenesis	0
scaffold955	CGI_10009844	3384	12491	10103	12021	1917	1918	transport	0
scaffold955	CGI_10009844	3384	12491	10103	12021	1917	1918	protein metabolism	0
scaffold955	CGI_10009844	3384	12491	10103	12021	1917	1918	developmental processes	0
scaffold962	CGI_10027678	1010385	1017383	1010418	1011340	921	922	developmental processes	0
scaffold1774	CGI_10006385	94797	116740	101054	102517	1462	1463	developmental processes	0
scaffold1009	CGI_10028776	1009389	1017383	1010583	1011284	700	701	other metabolic processes	0
scaffold1009	CGI_10028775	1006656	1020483	1010583	1011284	700	701	protein metabolism	0
scaffold42840	CGI_10007831	10683	12305	10107	11262	579	1155	death	0
scaffold376	CGI_10019493	93978	110826	101074	102635	1560	1561	stress response	0
scaffold376	CGI_10019493	93978	110826	101074	102635	1560	1561	developmental processes	0
scaffold376	CGI_10019493	93978	110826	101074	102635	1560	1561	other metabolic processes	0
scaffold376	CGI_10019493	93978	110826	101074	102635	1560	1561	cell cycle and proliferation	0
scaffold376	CGI_10019493	93978	110826	101074	102635	1560	1561	cell organization and biogenesis	0
scaffold469	CGI_10024668	102901	107728	101088	104684	1783	3596	protein metabolism	0
scaffold469	CGI_10024668	102901	107728	101088	104684	1783	3596	developmental processes	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	RNA metabolism	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	stress response	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	developmental processes	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	cell organization and biogenesis	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	other metabolic processes	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	protein metabolism	0
scaffold929	CGI_10006344	90596	112830	101092	101628	535	536	signal transduction	0
scaffold425	CGI_10026011	997658	1029515	1010995	1015871	4875	4876	protein metabolism	0
scaffold425	CGI_10026011	997658	1029515	1010995	1015871	4875	4876	developmental processes	0
scaffold425	CGI_10026011	997658	1029515	1010995	1015871	4875	4876	cell cycle and proliferation	0
scaffold425	CGI_10026011	997658	1029515	1010995	1015871	4875	4876	cell organization and biogenesis	0
scaffold425	CGI_10026011	997658	1029515	1010995	1015871	4875	4876	RNA metabolism	0
scaffold42164	CGI_10006322	101554	128998	101107	103534	1980	2427	DNA metabolism	0
scaffold42164	CGI_10006322	101554	128998	101107	103534	1980	2427	stress response	0
scaffold42164	CGI_10006322	101554	128998	101107	103534	1980	2427	cell cycle and proliferation	0
scaffold42164	CGI_10006322	101554	128998	101107	103534	1980	2427	cell organization and biogenesis	0
scaffold1188	CGI_10025514	1010106	1017126	1011151	1015153	4001	4002	RNA metabolism	0
scaffold1188	CGI_10025514	1010106	1017126	1011151	1015153	4001	4002	protein metabolism	0
scaffold41136	CGI_10004724	5444	17786	10113	10670	556	557	protein metabolism	0
scaffold41136	CGI_10004725	5469	74857	10113	10670	556	557	RNA metabolism	0
scaffold41136	CGI_10004725	5469	74857	10113	10670	556	557	stress response	0
scaffold41136	CGI_10004725	5469	74857	10113	10670	556	557	death	0
scaffold41136	CGI_10004725	5469	74857	10113	10670	556	557	DNA metabolism	0
scaffold41136	CGI_10004725	5469	74857	10113	10670	556	557	protein metabolism	0
scaffold1630	CGI_10013423	97533	112934	101130	101633	502	503	cell organization and biogenesis	0
scaffold1630	CGI_10013423	97533	112934	101130	101633	502	503	RNA metabolism	0
scaffold1630	CGI_10013423	97533	112934	101130	101633	502	503	developmental processes	0
scaffold226	CGI_10025397	1010112	1034104	1011426	1018650	7223	7224	protein metabolism	0
scaffold226	CGI_10025397	1010112	1034104	1011426	1018650	7223	7224	cell organization and biogenesis	0
scaffold867	CGI_10026255	1010631	1015173	1011456	1014105	2648	2649	RNA metabolism	0
scaffold962	CGI_10027678	1010385	1017383	1011549	1018092	5833	6543	developmental processes	0
scaffold962	CGI_10027679	1018024	1026352	1011549	1018092	68	6543	protein metabolism	0
scaffold962	CGI_10027679	1018024	1026352	1011549	1018092	68	6543	signal transduction	0
scaffold962	CGI_10027679	1018024	1026352	1011549	1018092	68	6543	cell organization and biogenesis	0
scaffold962	CGI_10027679	1018024	1026352	1011549	1018092	68	6543	transport	0
scaffold42130	CGI_10006213	93660	104262	101157	102037	879	880	transport	0
scaffold1179	CGI_10027394	1003480	1016060	1011983	1013078	1094	1095	stress response	0
scaffold1179	CGI_10027394	1003480	1016060	1011983	1013078	1094	1095	DNA metabolism	0
scaffold41534	CGI_10005249	459	65052	10122	11558	1435	1436	RNA metabolism	0
scaffold41534	CGI_10005249	459	65052	10122	11558	1435	1436	stress response	0
scaffold41534	CGI_10005249	459	65052	10122	11558	1435	1436	DNA metabolism	0
scaffold41534	CGI_10005249	459	65052	10122	11558	1435	1436	protein metabolism	0
scaffold41534	CGI_10005249	459	65052	10122	11558	1435	1436	cell organization and biogenesis	0
scaffold1599	CGI_10027171	1001768	1041481	1012295	1018202	5906	5907	other metabolic processes	0
scaffold401	CGI_10006983	8376	27637	10123	11159	1035	1036	protein metabolism	0
scaffold401	CGI_10006983	8376	27637	10123	11159	1035	1036	developmental processes	0
scaffold41972	CGI_10005862	95224	139840	101272	101859	586	587	cell organization and biogenesis	0
scaffold41972	CGI_10005862	95224	139840	101272	101859	586	587	developmental processes	0
scaffold41972	CGI_10005862	95224	139840	101272	101859	586	587	cell adhesion	0
scaffold41972	CGI_10005862	95224	139840	101272	101859	586	587	cell-cell signaling	0
scaffold41972	CGI_10005862	95224	139840	101272	101859	586	587	signal transduction	0
scaffold1750	CGI_10021468	97530	101467	101280	101882	186	602	protein metabolism	0
scaffold43150	CGI_10009029	5796	15496	10129	11043	913	914	cell cycle and proliferation	0
scaffold43150	CGI_10009029	5796	15496	10129	11043	913	914	cell organization and biogenesis	0
scaffold532	CGI_10012522	82255	113836	101295	101842	546	547	other metabolic processes	0
scaffold532	CGI_10012522	82255	113836	101295	101842	546	547	cell organization and biogenesis	0
scaffold532	CGI_10012522	82255	113836	101295	101842	546	547	signal transduction	0
scaffold43038	CGI_10008443	85348	101738	101296	118789	441	17493	other metabolic processes	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	protein metabolism	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	cell cycle and proliferation	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	RNA metabolism	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	DNA metabolism	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	developmental processes	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	stress response	0
scaffold43038	CGI_10008446	110279	119271	101296	118789	8510	17493	cell organization and biogenesis	0
scaffold1678	CGI_10010377	271	21370	10132	10659	526	527	developmental processes	0
scaffold1678	CGI_10010377	271	21370	10132	10659	526	527	other metabolic processes	0
scaffold1678	CGI_10010377	271	21370	10132	10659	526	527	signal transduction	0
scaffold1678	CGI_10010377	271	21370	10132	10659	526	527	cell organization and biogenesis	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	cell cycle and proliferation	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	cell organization and biogenesis	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	other metabolic processes	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	stress response	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	DNA metabolism	0
scaffold1678	CGI_10010378	3883	18386	10132	10659	526	527	developmental processes	0
scaffold1104	CGI_10020354	94892	123568	101325	104578	3252	3253	DNA metabolism	0
scaffold1104	CGI_10020354	94892	123568	101325	104578	3252	3253	RNA metabolism	0
scaffold1104	CGI_10020354	94892	123568	101325	104578	3252	3253	cell cycle and proliferation	0
scaffold1301	CGI_10027756	1011964	1017083	1013376	1013912	535	536	developmental processes	0
scaffold1301	CGI_10027756	1011964	1017083	1013376	1013912	535	536	other metabolic processes	0
scaffold1585	CGI_10012590	101436	108085	101339	101953	517	614	signal transduction	0
scaffold1102	CGI_10001819	9722	29525	10136	10914	777	778	RNA metabolism	0
scaffold1102	CGI_10001819	9722	29525	10136	10914	777	778	other metabolic processes	0
scaffold1102	CGI_10001819	9722	29525	10136	10914	777	778	developmental processes	0
scaffold1102	CGI_10001819	9722	29525	10136	10914	777	778	cell cycle and proliferation	0
scaffold1017	CGI_10024982	89381	134984	101368	102159	790	791	cell organization and biogenesis	0
scaffold1017	CGI_10024982	89381	134984	101368	102159	790	791	other metabolic processes	0
scaffold1017	CGI_10024982	89381	134984	101368	102159	790	791	RNA metabolism	0
scaffold1017	CGI_10024982	89381	134984	101368	102159	790	791	developmental processes	0
scaffold1017	CGI_10024982	89381	134984	101368	102159	790	791	transport	0
scaffold885	CGI_10025234	1005329	1048267	1013836	1014338	501	502	developmental processes	0
scaffold885	CGI_10025234	1005329	1048267	1013836	1014338	501	502	cell cycle and proliferation	0
scaffold885	CGI_10025234	1005329	1048267	1013836	1014338	501	502	transport	0
scaffold36378	CGI_10001872	1671	10574	10139	11016	434	877	cell-cell signaling	0
scaffold36378	CGI_10001872	1671	10574	10139	11016	434	877	transport	0
scaffold36378	CGI_10001872	1671	10574	10139	11016	434	877	other metabolic processes	0
scaffold885	CGI_10025234	1005329	1048267	1014560	1015135	574	575	developmental processes	0
scaffold885	CGI_10025234	1005329	1048267	1014560	1015135	574	575	cell cycle and proliferation	0
scaffold885	CGI_10025234	1005329	1048267	1014560	1015135	574	575	transport	0
scaffold1757	CGI_10005115	96677	101781	101475	102633	305	1158	transport	0
scaffold1301	CGI_10027756	1011964	1017083	1014945	1015855	909	910	developmental processes	0
scaffold1301	CGI_10027756	1011964	1017083	1014945	1015855	909	910	other metabolic processes	0
scaffold36006	CGI_10001721	1062	28962	10151	11340	1188	1189	DNA metabolism	0
scaffold36006	CGI_10001721	1062	28962	10151	11340	1188	1189	stress response	0
scaffold36006	CGI_10001721	1062	28962	10151	11340	1188	1189	cell organization and biogenesis	0
scaffold547	CGI_10018842	80145	147153	101525	102248	722	723	transport	0
scaffold1601	CGI_10010245	96189	107234	101542	104664	3121	3122	cell organization and biogenesis	0
scaffold1601	CGI_10010245	96189	107234	101542	104664	3121	3122	transport	0
scaffold43676	CGI_10011731	99596	152483	101556	103025	1468	1469	protein metabolism	0
scaffold43676	CGI_10011731	99596	152483	101556	103025	1468	1469	cell cycle and proliferation	0
scaffold43676	CGI_10011731	99596	152483	101556	103025	1468	1469	signal transduction	0
scaffold1009	CGI_10028775	1006656	1020483	1015687	1016192	504	505	protein metabolism	0
scaffold1009	CGI_10028776	1009389	1017383	1015687	1016192	504	505	other metabolic processes	0
scaffold1249	CGI_10019048	98485	107635	101578	102306	727	728	RNA metabolism	0
scaffold33030	CGI_10000980	1082	4618	1016	4129	3047	3113	cell cycle and proliferation	0
scaffold33030	CGI_10000980	1082	4618	1016	4129	3047	3113	developmental processes	0
scaffold33030	CGI_10000980	1082	4618	1016	4129	3047	3113	death	0
scaffold33030	CGI_10000980	1082	4618	1016	4129	3047	3113	RNA metabolism	0
scaffold33030	CGI_10000980	1082	4618	1016	4129	3047	3113	protein metabolism	0
scaffold592	CGI_10010704	98381	102673	101601	102102	500	501	RNA metabolism	0
scaffold425	CGI_10026011	997658	1029515	1016137	1035944	13377	19807	RNA metabolism	0
scaffold425	CGI_10026011	997658	1029515	1016137	1035944	13377	19807	protein metabolism	0
scaffold425	CGI_10026011	997658	1029515	1016137	1035944	13377	19807	developmental processes	0
scaffold425	CGI_10026011	997658	1029515	1016137	1035944	13377	19807	cell cycle and proliferation	0
scaffold425	CGI_10026011	997658	1029515	1016137	1035944	13377	19807	cell organization and biogenesis	0
scaffold425	CGI_10026012	1034648	1038510	1016137	1035944	1296	19807	transport	0
scaffold34	CGI_10015930	88722	107323	101624	102370	745	746	death	0
scaffold34	CGI_10015930	88722	107323	101624	102370	745	746	cell cycle and proliferation	0
scaffold34	CGI_10015930	88722	107323	101624	102370	745	746	signal transduction	0
scaffold42518	CGI_10007071	75998	102014	101625	103899	388	2274	protein metabolism	0
scaffold42518	CGI_10007071	75998	102014	101625	103899	388	2274	cell organization and biogenesis	0
scaffold42518	CGI_10007072	101929	115282	101625	103899	1970	2274	cell organization and biogenesis	0
scaffold42518	CGI_10007072	101929	115282	101625	103899	1970	2274	protein metabolism	0
scaffold1188	CGI_10025514	1010106	1017126	1016389	1017608	736	1219	RNA metabolism	0
scaffold1188	CGI_10025514	1010106	1017126	1016389	1017608	736	1219	protein metabolism	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	stress response	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	DNA metabolism	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	cell cycle and proliferation	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	cell organization and biogenesis	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	RNA metabolism	0
scaffold3	CGI_10027273	82419	111292	101660	108442	6781	6782	signal transduction	0
scaffold388	CGI_10020455	84508	104123	101684	103912	2227	2228	developmental processes	0
scaffold388	CGI_10020455	84508	104123	101684	103912	2227	2228	cell adhesion	0
scaffold1125	CGI_10012329	97135	114021	101714	102238	523	524	stress response	0
scaffold1125	CGI_10012329	97135	114021	101714	102238	523	524	DNA metabolism	0
scaffold1125	CGI_10012329	97135	114021	101714	102238	523	524	cell cycle and proliferation	0
scaffold1125	CGI_10012329	97135	114021	101714	102238	523	524	RNA metabolism	0
scaffold198	CGI_10027840	1010409	1019842	1017231	1019191	1959	1960	cell organization and biogenesis	0
scaffold198	CGI_10027840	1010409	1019842	1017231	1019191	1959	1960	other metabolic processes	0
scaffold198	CGI_10027840	1010409	1019842	1017231	1019191	1959	1960	developmental processes	0
